"","region","uid","wtp_new","wtp_second","wtp_bio","wtp_recycle","wtp_workers","female","age","people_living","education","income","i_clothes_fashion","i_clothes_versatile","i_clothes_need","i_clothes_size","i_clothes_fit","i_clothes_easy","i_clothes_quality","i_clothes_cheap","i_clothes_value","i_clothes_know","i_clothes_prestigious","i_clothes_environment","second_stuff_dummy","bio_item_dummy","second_clothes_dummy","bio_clothes_dummy","second_precovid","second_covid","second_postcovid","bio_postcovid","bioc_covid","bio_precovid","no_second_app","no_second_quality","no_second_shop","no_second_environment","no_second_clean","no_second_size","no_second_fashion","bio_eco","bio_vintage","bio_quality","bio_pollution","bio_peer","no_bio_app","no_bio_expensive","no_bio_shop","no_bio_environment","no_bio_rare","no_bio_style","no_bio_fashion","no_bio_quality","poll_chemical_synt","poll_chemical_nat","poll_dye","poll_water","poll_biodegradable","pro_recycle","pro_label","pro_brown_firms","pro_packaging","pro_pub_transport","pro_pack_reuse","pro_donation","pro_reuse","pro_second_clothes","pro_label_clothes","pro_temp_clothes","pro_quality_clothes","pro_bio1_clothes","pro_bio2_clothes","wtp_cert_quality","wtp_cert_bio","wtp_cert_recycle","wtp_cert_workers","wtp_cert_workers_env","sustainable_sector","sustainable_phases","second_eco","second_vintage","second_quality","second_endlife","second_pollution","second_peer","sustainable_fashion_item1","sustainable_fashion_item2","sustainable_fashion_item3","sustainable_fashion_item4","location","status","population_2023","km2","pop_density_p_km2","HDI_2022","capital","political_party","political_wing","president_2024","n_comunes","n_provinces"
"104","Emilia Romagna","3b0282bc-a786-4f6e-b6ef-56b70c80378e",10,5,10,10,10,"Male",35,2,"Secondary school","30000€-45000€","Slightly","Moderately","Important","Important","Important","Slightly","Important","Important","Important","Important","Slightly","Not at all","Yes","Yes","No","Yes","","","","Sometimes","Never","Sometimes","Slightly","Important","Important","Not at all","Not at all","Important","Slightly","Moderately","Slightly","Moderately","Slightly","Not at all","","","","","","","","","Agree","Disagree","Undecided","Agree","Agree","Always","Rarely","Never","Never","Never","Never","Never","Rarely","Never","Never","Never","Often","Sometimes","Rarely","Little amount","Little amount","Little amount","Little amount","Little amount","Environment","Production","","","","","","",10,9,9,10,"north-east","Ordinary","4452000","22,453 ","197","0.921","Bologna","Democratic Party","left","Stefano Bonaccini","330","9"
"105","Emilia Romagna","fe253ed4-2a5f-40fa-8a3e-0c8ada81563d",15,7,15,15,15,"Male",28,3,"Secondary school","Preferisco non rispondere","Moderately","Important","Very important","Very important","Very important","Moderately","Very important","Moderately","Important","Moderately","Moderately","Slightly","Yes","Yes","Yes","Yes","Rarely","Rarely","Rarely","Sometimes","Sometimes","Often","","","","","","","","Slightly","Slightly","Important","Moderately","Not at all","","","","","","","","","Agree","Agree","Agree","Agree","Disagree","Always","Always","Never","Never","Never","Never","Rarely","Sometimes","Rarely","Rarely","Never","Always","Often","Rarely","Pay enough","Pay enough","Nothing","Little amount","Little amount","All items","Production","Slightly","Important","Important","Very important","Important","Not at all",7,7,8,8,"north-east","Ordinary","4452000","22,453 ","197","0.921","Bologna","Democratic Party","left","Stefano Bonaccini","330","9"
"106","Emilia Romagna","c8ae443b-183a-4531-a14f-8bec3c578fc9",10,5,15,10,20,"Male",39,4,"Secondary school","30000€-45000€","Slightly","Moderately","Important","Very important","Very important","Moderately","Very important","Moderately","Important","Slightly","Not at all","Moderately","Yes","Yes","No","Yes","","","","Sometimes","Sometimes","Sometimes","Moderately","Moderately","Important","Slightly","Important","Very important","Not at all","Important","Slightly","Important","Important","Not at all","","","","","","","","","Undecided","Undecided","Undecided","Agree","Agree","Always","Sometimes","Sometimes","Often","Rarely","Often","Rarely","Often","Never","Rarely","Often","Always","Sometimes","Rarely","Little amount","Pay enough","Little amount","Pay enough","Pay enough","All items","Design","","","","","","",6,7,8,10,"north-east","Ordinary","4452000","22,453 ","197","0.921","Bologna","Democratic Party","left","Stefano Bonaccini","330","9"
"107","Emilia Romagna","f76c34f2-ad7a-47b8-98b5-2c57cdb050c5",10,5,7,6,7,"Male",35,5,"Secondary school","0-15000€","Moderately","Slightly","Important","Very important","Very important","Moderately","Important","Important","Important","Moderately","Moderately","Moderately","Yes","Yes","No","Yes","","","","Rarely","Never","Sometimes","Important","Important","Moderately","Important","Moderately","Moderately","Important","Moderately","Slightly","Important","Important","Important","","","","","","","","","Undecided","Agree","Agree","Strongly agree","Agree","Always","Sometimes","Often","Sometimes","Rarely","Sometimes","Rarely","Sometimes","Never","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Nothing","Little amount","Nothing","Nothing","Nothing","All items","All items","","","","","","",2,4,2,2,"north-east","Ordinary","4452000","22,453 ","197","0.921","Bologna","Democratic Party","left","Stefano Bonaccini","330","9"
"108","Emilia Romagna","cc143375-911d-4bc1-a1c1-5ff6d2f975b7",10,3,10,10,10,"Male",27,4,"Postsecondary education","30000€-45000€","Important","Important","Important","Important","Important","Moderately","Important","Moderately","Moderately","Moderately","Moderately","Slightly","Yes","No","No","No","","","","","","","Moderately","Important","Moderately","Moderately","Moderately","Important","Important","","","","","","Moderately","Moderately","Moderately","Moderately","Moderately","Moderately","Moderately","Moderately","Agree","Undecided","Undecided","Undecided","Agree","Often","Sometimes","Rarely","Rarely","Rarely","Rarely","Rarely","Sometimes","Never","Rarely","Rarely","Often","Never","Rarely","Little amount","Little amount","Little amount","Little amount","Little amount","Environment","All items","","","","","","",7,7,6,7,"north-east","Ordinary","4452000","22,453 ","197","0.921","Bologna","Democratic Party","left","Stefano Bonaccini","330","9"
"109","Emilia Romagna","3008b5c2-9d3a-4cba-81cc-966631019b66",10,5,10,10,10,"Male",56,3,"Secondary school","0-15000€","Moderately","Important","Important","Very important","Very important","Very important","Very important","Important","Very important","Slightly","Slightly","Moderately","Yes","Yes","Yes","Yes","Rarely","Rarely","Rarely","Rarely","Rarely","Sometimes","","","","","","","","Slightly","Not at all","Moderately","Slightly","Not at all","","","","","","","","","Agree","Disagree","Agree","Agree","Disagree","Always","Rarely","Rarely","Sometimes","Rarely","Rarely","Never","Sometimes","Sometimes","Rarely","Rarely","Often","Often","Rarely","Little amount","Little amount","Little amount","Pay enough","Pay enough","All items","All items","Slightly","Moderately","Moderately","Slightly","Slightly","Not at all",6,4,6,6,"north-east","Ordinary","4452000","22,453 ","197","0.921","Bologna","Democratic Party","left","Stefano Bonaccini","330","9"
"110","Emilia Romagna","b5aa421c-19b9-437c-9126-a785c2615ff7",10,3,10,10,10,"Male",27,4,"Postsecondary education","15000€-30000€","Important","Important","Important","Very important","Very important","Important","Important","Moderately","Moderately","Moderately","Slightly","Moderately","Yes","No","No","No","","","","","","","Moderately","Important","Important","Slightly","Moderately","Moderately","Important","","","","","","Moderately","Important","Important","Moderately","Moderately","Moderately","Moderately","Moderately","Undecided","Undecided","Agree","Undecided","Agree","Often","Rarely","Rarely","Rarely","Rarely","Rarely","Never","Rarely","Never","Rarely","Rarely","Often","Never","Rarely","Little amount","Little amount","Little amount","Little amount","Little amount","Environment","All items","","","","","","",7,6,5,7,"north-east","Ordinary","4452000","22,453 ","197","0.921","Bologna","Democratic Party","left","Stefano Bonaccini","330","9"
"111","Emilia Romagna","0cb21099-866d-4620-a2e1-d973ee8bc470",5,4,4,6,5,"Male",29,3,"Postsecondary education","30000€-45000€","Moderately","Slightly","Important","Important","Important","Slightly","Slightly","Moderately","Important","Moderately","Moderately","Slightly","Yes","Yes","No","Yes","","","","Often","Sometimes","Sometimes","Moderately","Slightly","Important","Moderately","Moderately","Slightly","Slightly","Important","Moderately","Moderately","Slightly","Important","","","","","","","","","Undecided","Undecided","Agree","Disagree","Undecided","Sometimes","Rarely","Rarely","Often","Rarely","Often","Sometimes","Sometimes","Sometimes","Rarely","Rarely","Sometimes","Sometimes","Sometimes","Little amount","Pay enough","Little amount","Little amount","Little amount","Environment","Design","","","","","","",6,5,6,8,"north-east","Ordinary","4452000","22,453 ","197","0.921","Bologna","Democratic Party","left","Stefano Bonaccini","330","9"
"112","Emilia Romagna","dfb5b8d7-c0da-4f04-9628-81936ca24f8e",10,0,12,13,14,"Male",57,1,"PhD","75000€-100000€","Important","Important","Important","Very important","Very important","Very important","Very important","Important","Very important","Slightly","Slightly","Important","No","Yes","No","Yes","","","","Sometimes","Sometimes","Sometimes","Moderately","Slightly","Moderately","Moderately","Moderately","Important","Moderately","Slightly","Not at all","Moderately","Slightly","Not at all","","","","","","","","","Undecided","Strongly disagree","Undecided","Agree","Disagree","Always","Always","Often","Sometimes","Rarely","Sometimes","Rarely","Never","Never","Always","Often","Sometimes","Sometimes","Sometimes","Nothing","Pay enough","Pay enough","Large amount","Large amount","All items","All items","","","","","","",1,2,9,10,"north-east","Ordinary","4452000","22,453 ","197","0.921","Bologna","Democratic Party","left","Stefano Bonaccini","330","9"
"113","Friuli Venezia Giulia","21347544-f0f1-474b-bea0-9b9d8c306a1c",10,5,10,8,10,"Male",24,3,"Postsecondary education","15000€-30000€","Slightly","Moderately","Moderately","Moderately","Slightly","Important","Moderately","Moderately","Moderately","Moderately","Moderately","Moderately","Yes","Yes","No","Yes","","","","Sometimes","Sometimes","Rarely","Moderately","Important","Moderately","Slightly","Moderately","Moderately","Moderately","Important","Moderately","Moderately","Moderately","Moderately","","","","","","","","","Undecided","Disagree","Disagree","Undecided","Disagree","Rarely","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Rarely","Sometimes","Sometimes","Rarely","Sometimes","Rarely","Sometimes","Sometimes","Little amount","Pay enough","Pay enough","Little amount","Pay enough","Economy","Production","","","","","","",6,6,7,6,"north-east","Autonomous","1219000","7,924 ","151","0.903","Trieste","League","right","Massimiliano Fedriga","215","4"
"114","Friuli Venezia Giulia","556056ba-9f1d-4d54-85cb-f61f0d5fda17",10,5,10,10,10,"Male",24,3,"Postsecondary education","15000€-30000€","Slightly","Important","Important","Important","Very important","Important","Important","Important","Important","Slightly","Slightly","Moderately","Yes","Yes","No","Yes","","","","Sometimes","Sometimes","Sometimes","Moderately","Important","Moderately","Moderately","Moderately","Moderately","Moderately","Important","Moderately","Moderately","Moderately","Moderately","","","","","","","","","Undecided","Undecided","Agree","Undecided","Undecided","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","Pay enough","Pay enough","Pay enough","Pay enough","Pay enough","Environment","Production","","","","","","",3,8,7,8,"north-east","Autonomous","1219000","7,924 ","151","0.903","Trieste","League","right","Massimiliano Fedriga","215","4"
"115","Friuli Venezia Giulia","46ce3012-096e-47c4-a95c-648e223db4d1",5,3,5,6,7,"Female",21,2,"Secondary school","0-15000€","Moderately","Moderately","Moderately","Important","Important","Important","Important","Important","Important","Moderately","Moderately","Important","Yes","Yes","Yes","Yes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","","","","","","","","Important","Important","Important","Important","Slightly","","","","","","","","","Agree","Disagree","Agree","Agree","Agree","Always","Always","Never","Often","Often","Often","Often","Often","Often","Often","Often","Often","Often","Often","Large amount","Large amount","Large amount","Large amount","Large amount","Environment","Production","Important","Important","Important","Important","Important","Slightly",9,10,8,10,"north-east","Autonomous","1219000","7,924 ","151","0.903","Trieste","League","right","Massimiliano Fedriga","215","4"
"116","Friuli Venezia Giulia","c1e497d4-d859-451a-a7c6-70baa080eed0",6,2,6,6,6,"Male",37,2,"Secondary school","30000€-45000€","Moderately","Important","Important","Very important","Very important","Very important","Very important","Important","Very important","Moderately","Slightly","Moderately","Yes","Yes","No","Yes","","","","Rarely","Rarely","Rarely","Moderately","Important","Slightly","Moderately","Important","Moderately","Not at all","Important","Slightly","Important","Important","Not at all","","","","","","","","","Strongly agree","Undecided","Agree","Agree","Strongly agree","Always","Always","Sometimes","Always","Sometimes","Always","Sometimes","Often","Never","Always","Sometimes","Often","Often","Sometimes","Little amount","Pay enough","Pay enough","Little amount","Pay enough","Environment","Production","","","","","","",4,4,1,4,"north-east","Autonomous","1219000","7,924 ","151","0.903","Trieste","League","right","Massimiliano Fedriga","215","4"
"117","Friuli Venezia Giulia","022371c7-6617-46f5-9152-616f971f7975",1,1,1,1,1,"Male",35,7,"PhD","più di 100000€","Slightly","Moderately","Important","Important","Very important","Important","Very important","Slightly","Important","Slightly","Slightly","Moderately","Yes","No","No","Yes","","","","Never","Never","Never","Important","Important","Slightly","Slightly","Important","Important","","Not at all","Not at all","Moderately","Moderately","Not at all","","","","","","","","","Strongly disagree","Disagree","Strongly disagree","Disagree","Strongly disagree","Rarely","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Rarely","Rarely","Rarely","Rarely","Never","Nothing","Little amount","Nothing","Nothing","Little amount","Environment","Design","","","","","","",2,2,1,4,"north-east","Autonomous","1219000","7,924 ","151","0.903","Trieste","League","right","Massimiliano Fedriga","215","4"
"118","Lazio","cd0c716b-f8b6-4af0-a6a4-bbddaa3f7b67",10,5,15,15,15,"Female",22,4,"Postsecondary education","15000€-30000€","Slightly","Very important","Very important","Very important","Very important","Very important","Very important","Important","Very important","Slightly","Slightly","Important","Yes","No","No","Yes","","","","Sometimes","Sometimes","Sometimes","Not at all","Not at all","Not at all","Not at all","Important","Slightly","Not at all","Moderately","Not at all","Important","Very important","Not at all","","","","","","","","","Strongly agree","Disagree","Agree","Strongly agree","Agree","Always","Sometimes","Sometimes","Always","Often","Always","Sometimes","Always","Never","Sometimes","Rarely","Always","Sometimes","Sometimes","Little amount","Little amount","Little amount","Little amount","Little amount","All items","Production","","","","","","",10,10,10,10,"centre","Ordinary","5745000","17,232 ","332","0.914","Rome","Independent","right","Francesco Rocca","378","5"
"119","Lazio","d22f1fa7-f187-4488-a093-4acb4c77d3a4",10,5,15,15,15,"",22,3,"Postsecondary education","Preferisco non rispondere","Not at all","Important","Important","Very important","Very important","Moderately","Important","Important","Very important","Not at all","Not at all","Slightly","Yes","Yes","No","Yes","","","","Rarely","Never","Rarely","Moderately","Slightly","Moderately","Slightly","Important","Moderately","Not at all","Slightly","Not at all","Moderately","Moderately","Not at all","","","","","","","","","Agree","Undecided","Agree","Strongly agree","Undecided","Always","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Never","Often","Never","Rarely","Sometimes","Always","Rarely","Sometimes","Little amount","Pay enough","Pay enough","Pay enough","Pay enough","Society","Delivery","","","","","","",7,5,8,8,"centre","Ordinary","5745000","17,232 ","332","0.914","Rome","Independent","right","Francesco Rocca","378","5"
"120","Lazio","071b8d68-ffef-4b2a-bce2-9a9f56f51a39",5,2,10,7,7,"Male",22,4,"Postsecondary education","75000€-100000€","Slightly","Very important","Important","Very important","Moderately","Important","Important","Important","Important","Moderately","Not at all","Important","No","Yes","No","Yes","","","","Often","Never","Rarely","Important","Very important","Slightly","Not at all","Moderately","Important","Important","Slightly","Moderately","Very important","Very important","Moderately","","","","","","","","","Strongly agree","Disagree","Agree","Agree","Undecided","Always","Often","Rarely","Sometimes","Never","Sometimes","Never","Always","Never","Often","Often","Always","Sometimes","Sometimes","Pay enough","Pay enough","Pay enough","Little amount","Pay enough","Environment","All items","","","","","","",8,9,10,10,"centre","Ordinary","5745000","17,232 ","332","0.914","Rome","Independent","right","Francesco Rocca","378","5"
"121","Lazio","01d7734d-ea9d-4c8c-b2d3-a2fdfc11ad23",30,15,40,35,35,"Male",22,5,"Postsecondary education","Preferisco non rispondere","Moderately","Moderately","Important","Important","Important","Slightly","Important","Not at all","Important","Important","Important","Slightly","No","Yes","No","Yes","","","","Rarely","Never","Sometimes","Moderately","Important","Important","Not at all","Very important","Moderately","Slightly","Slightly","Important","Important","Important","Not at all","","","","","","","","","Undecided","Agree","Agree","Agree","Strongly agree","Often","Often","Always","Rarely","Never","Often","Rarely","Sometimes","Never","Often","Rarely","Sometimes","Sometimes","Rarely","Little amount","Pay enough","Pay enough","Pay enough","Pay enough","Environment","Design","","","","","","",7,8,6,10,"centre","Ordinary","5745000","17,232 ","332","0.914","Rome","Independent","right","Francesco Rocca","378","5"
"122","Lazio","fa763820-0f81-4613-8706-0caa21e25dae",12,4,15,4,12,"Male",39,5,"Secondary school","0-15000€","Slightly","Slightly","Important","Important","Very important","Slightly","Important","Important","Important","Moderately","Slightly","Slightly","Yes","No","No","Yes","","","","Sometimes","Sometimes","Sometimes","Slightly","Important","Important","Not at all","Slightly","Slightly","Not at all","Slightly","Not at all","Important","Not at all","Not at all","","","","","","","","","Undecided","Agree","Agree","Agree","Agree","Often","Often","Sometimes","Sometimes","Never","Rarely","Never","Often","Never","Rarely","Never","Always","Often","Rarely","Little amount","Pay enough","Nothing","Nothing","Little amount","Environment","All items","","","","","","",9,9,4,6,"centre","Ordinary","5745000","17,232 ","332","0.914","Rome","Independent","right","Francesco Rocca","378","5"
"123","Lazio","26035b21-0c5b-4066-b4a5-4f51887c14fa",4,2,4,4,5,"Female",59,4,"Secondary school","0-15000€","Slightly","Important","Important","Important","Important","Important","Important","Important","Important","Not at all","Not at all","Very important","Yes","Yes","Yes","Yes","Rarely","Never","Never","Sometimes","Rarely","Sometimes","","","","","","","","Moderately","Not at all","Slightly","Very important","Not at all","","","","","","","","","Disagree","Disagree","Disagree","Agree","Undecided","Always","Always","Always","Always","Never","Sometimes","Always","Often","Rarely","Sometimes","Never","Never","Sometimes","Sometimes","Nothing","Nothing","Nothing","Nothing","Little amount","Environment","Production","Slightly","Slightly","Moderately","Moderately","Moderately","Slightly",6,5,5,7,"centre","Ordinary","5745000","17,232 ","332","0.914","Rome","Independent","right","Francesco Rocca","378","5"
"124","Lazio","13a42bef-80be-4b2b-852c-8d29392bffd5",5,2,7,7,5,"Male",21,3,"Secondary school","15000€-30000€","Very important","Important","Very important","Very important","Important","Moderately","Very important","Slightly","Important","Important","Moderately","Moderately","Yes","Yes","No","Yes","","","","Rarely","Often","Sometimes","Slightly","Important","Slightly","Slightly","Very important","Important","Important","Important","Important","Very important","Moderately","Important","","","","","","","","","Agree","Agree","Undecided","Agree","Strongly agree","Sometimes","Rarely","Often","Rarely","Never","Often","Always","Sometimes","Never","Rarely","Rarely","Often","Sometimes","Often","Pay enough","Large amount","Large amount","Pay enough","Large amount","Environment","Production","","","","","","",6,8,6,9,"centre","Ordinary","5745000","17,232 ","332","0.914","Rome","Independent","right","Francesco Rocca","378","5"
"125","Lazio","2a81adb8-80ba-4b23-bbbe-51f70fa9f1e6",3,1,3,3,3,"Male",21,4,"Secondary school","15000€-30000€","Slightly","Important","Very important","Very important","Very important","Moderately","Important","Slightly","Very important","Not at all","Not at all","Moderately","Yes","Yes","No","Yes","","","","Often","Often","Often","Slightly","Slightly","Very important","Moderately","Very important","Slightly","Not at all","Important","Not at all","Very important","Important","Not at all","","","","","","","","","Strongly agree","Disagree","Agree","Strongly agree","Undecided","Always","Sometimes","Often","Always","Always","Always","Never","Always","Never","Sometimes","Rarely","Always","Often","Sometimes","Little amount","Little amount","Large amount","Large amount","Large amount","Environment","Production","","","","","","",10,7,10,10,"centre","Ordinary","5745000","17,232 ","332","0.914","Rome","Independent","right","Francesco Rocca","378","5"
"126","Lazio","12619292-1dd4-4a28-af0e-54b622c4bb52",2,1,3,1,5,"Female",39,4,"Secondary school","0-15000€","Slightly","Not at all","Important","Very important","Very important","Very important","Very important","Important","Very important","Moderately","Moderately","Moderately","No","Yes","No","Yes","","","","Rarely","Never","Sometimes","Important","Important","Slightly","Moderately","Moderately","Not at all","Not at all","Not at all","Not at all","Moderately","Important","Not at all","","","","","","","","","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Always","Always","Often","Often","Never","Always","Never","Always","Never","Always","Often","Always","Always","Always","Nothing","Little amount","Nothing","Little amount","Little amount","Environment","All items","","","","","","",6,10,9,10,"centre","Ordinary","5745000","17,232 ","332","0.914","Rome","Independent","right","Francesco Rocca","378","5"
"127","Lazio","3920cd7d-2594-422b-8f4e-a3d7067471f6",15,5,15,10,15,"Male",60,3,"Postsecondary education","75000€-100000€","Slightly","Slightly","Moderately","Important","Important","Slightly","Important","Moderately","Important","Important","Moderately","Important","No","No","No","No","","","","","","","Slightly","Slightly","Not at all","Slightly","Moderately","Moderately","Moderately","","","","","","Slightly","Important","Slightly","Slightly","Moderately","Slightly","Not at all","Slightly","Undecided","Undecided","Undecided","Agree","Agree","Always","Often","Often","Often","Rarely","Often","Sometimes","Often","Never","Often","Sometimes","Often","Never","Sometimes","Little amount","Little amount","Little amount","Little amount","Little amount","All items","All items","","","","","","",7,8,6,7,"centre","Ordinary","5745000","17,232 ","332","0.914","Rome","Independent","right","Francesco Rocca","378","5"
"128","Lazio","eac2ddad-2532-4ea8-ae7e-219d4622735e",5,3,7,5,7,"Female",20,5,"Secondary school","Preferisco non rispondere","Slightly","Moderately","Important","Important","Important","Slightly","Moderately","Moderately","Important","Slightly","Not at all","Moderately","Yes","Yes","Yes","Yes","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","","","","","","","","Slightly","Slightly","Slightly","Important","Slightly","","","","","","","","","Undecided","Undecided","Agree","Undecided","Undecided","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Rarely","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Pay enough","Large amount","Pay enough","Pay enough","Pay enough","All items","All items","Moderately","Slightly","Slightly","Not at all","Not at all","Slightly",3,4,3,4,"centre","Ordinary","5745000","17,232 ","332","0.914","Rome","Independent","right","Francesco Rocca","378","5"
"129","Lazio","f453a82a-7a43-43d7-988d-72e629393abb",12,8,14,14,14,"Male",24,4,"Postsecondary education","15000€-30000€","Not at all","Important","Very important","Very important","Very important","Moderately","Moderately","Moderately","Very important","Moderately","Not at all","Important","Yes","Yes","Yes","No","Rarely","Never","Never","","","","","","","","","","","","","","","","Moderately","Very important","Moderately","Moderately","Important","Not at all","Slightly","Moderately","Agree","Undecided","Disagree","Strongly agree","Strongly agree","Often","Sometimes","Often","Often","Sometimes","Sometimes","Rarely","Often","Rarely","Sometimes","Often","Always","Sometimes","Sometimes","Little amount","Large amount","Pay enough","Little amount","Large amount","All items","Production","Important","Moderately","Very important","Moderately","Important","Slightly",6,9,10,10,"centre","Ordinary","5745000","17,232 ","332","0.914","Rome","Independent","right","Francesco Rocca","378","5"
"130","Lazio","d28ff678-36ac-43a5-a4bc-aec1532f0201",5,2,3,4,3,"Male",24,4,"Postsecondary education","0-15000€","Not at all","Important","Not at all","Very important","Very important","Important","Moderately","Important","Important","Slightly","Slightly","Important","Yes","Yes","Yes","Yes","Never","Never","Often","Sometimes","Rarely","Rarely","","","","","","","","Moderately","Moderately","Important","Very important","Not at all","","","","","","","","","Strongly agree","Undecided","Agree","Strongly agree","Agree","Always","Often","Often","Often","Always","Always","Never","Always","Often","Always","Never","Always","Sometimes","Always","Pay enough","Pay enough","Pay enough","Nothing","Pay enough","All items","Delivery","Moderately","Very important","Very important","Important","Very important","Slightly",10,3,5,5,"centre","Ordinary","5745000","17,232 ","332","0.914","Rome","Independent","right","Francesco Rocca","378","5"
"131","Lazio","16264887-8acd-49cc-9b89-b96e59694017",4,2,7,7,4,"Female",24,6,"Postsecondary education","45000€-60000€","Important","Very important","Important","Important","Important","Important","Moderately","Very important","Very important","Moderately","Moderately","Moderately","Yes","Yes","Yes","Yes","Rarely","Sometimes","Sometimes","Rarely","Rarely","Never","","","","","","","","Important","Moderately","Important","Very important","Slightly","","","","","","","","","Strongly agree","Agree","Strongly agree","Agree","Disagree","Always","Sometimes","Sometimes","Often","Never","Sometimes","Never","Often","Rarely","Never","Never","Often","Rarely","Sometimes","Pay enough","Large amount","Large amount","Little amount","Pay enough","All items","All items","Important","Moderately","Important","Very important","Very important","Slightly",10,8,10,10,"centre","Ordinary","5745000","17,232 ","332","0.914","Rome","Independent","right","Francesco Rocca","378","5"
"132","Lazio","bc4ea13b-b200-4642-a5b3-6b1c9e043ae1",5,2,5,3,5,"Male",27,4,"Postsecondary education","15000€-30000€","Moderately","Moderately","Moderately","Moderately","Moderately","Not at all","Moderately","Moderately","Moderately","Slightly","Slightly","Not at all","No","Yes","No","No","","","","","","","Slightly","Moderately","Moderately","Slightly","Moderately","Slightly","Moderately","","","","","","Not at all","Important","Important","Moderately","Important","Slightly","Moderately","Slightly","Undecided","Undecided","Undecided","Undecided","Undecided","Often","Rarely","Never","Never","Rarely","Rarely","Never","Never","Never","Never","Never","Never","Never","Never","Little amount","Little amount","Little amount","Little amount","Little amount","Environment","Delivery","","","","","","",8,8,8,8,"centre","Ordinary","5745000","17,232 ","332","0.914","Rome","Independent","right","Francesco Rocca","378","5"
"133","Lazio","aa9b0ae0-d8f1-47f0-af7e-e615bc7090ed",10,5,7,5,7,"Male",35,5,"Secondary school","30000€-45000€","Moderately","Very important","Very important","Very important","Very important","Important","Important","Moderately","Important","Slightly","Slightly","Slightly","Yes","Yes","Yes","Yes","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","","","","","","","","Slightly","Slightly","Moderately","Slightly","Not at all","","","","","","","","","Undecided","Disagree","Agree","Undecided","Agree","Often","Sometimes","Never","Sometimes","Rarely","Often","Never","Often","Sometimes","Sometimes","Often","Always","Rarely","Rarely","Little amount","Little amount","Nothing","Little amount","Pay enough","All items","All items","Important","Very important","Very important","Moderately","Slightly","Not at all",6,7,7,9,"centre","Ordinary","5745000","17,232 ","332","0.914","Rome","Independent","right","Francesco Rocca","378","5"
"134","Lazio","258289d9-7ff8-4a0e-9c40-45f7faef891c",15,3,20,15,20,"Female",41,1,"Secondary school","0-15000€","Moderately","Important","Important","Very important","Very important","Moderately","Moderately","Important","Important","Slightly","Not at all","Moderately","Yes","Yes","Yes","Yes","Often","Sometimes","Sometimes","Rarely","Rarely","Sometimes","","","","","","","","Very important","Not at all","Important","Moderately","Slightly","","","","","","","","","Strongly agree","Undecided","Agree","Strongly agree","Agree","Often","Sometimes","Rarely","Sometimes","Always","Sometimes","Rarely","Always","Sometimes","Often","Never","Often","Sometimes","Sometimes","Pay enough","Large amount","Little amount","Pay enough","Large amount","Environment","All items","Very important","Not at all","Important","Slightly","Moderately","Slightly",9,7,6,7,"centre","Ordinary","5745000","17,232 ","332","0.914","Rome","Independent","right","Francesco Rocca","378","5"
"135","Lazio","674da146-77bc-49b8-8497-030baf0d7324",15,5,20,20,23,"Female",41,1,"Secondary school","0-15000€","Moderately","Important","Very important","Important","Important","Important","Very important","Important","Very important","Not at all","Not at all","Important","Yes","Yes","Yes","Yes","Often","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","","","","","","","","Important","Not at all","Very important","Important","Not at all","","","","","","","","","Strongly agree","Undecided","Strongly agree","Strongly agree","Undecided","Often","Always","Rarely","Often","Sometimes","Often","Never","Always","Often","Always","Often","Sometimes","Often","Sometimes","Pay enough","Large amount","Pay enough","Pay enough","Large amount","Environment","Production","Moderately","Moderately","Very important","Slightly","Moderately","Slightly",7,6,6,7,"centre","Ordinary","5745000","17,232 ","332","0.914","Rome","Independent","right","Francesco Rocca","378","5"
"136","Lazio","365f72e9-5ad2-4aad-bf24-a052126448f6",15,5,20,20,20,"Female",41,1,"Secondary school","0-15000€","Moderately","Important","Important","Very important","Very important","Important","Important","Moderately","Moderately","Not at all","Not at all","Moderately","Yes","Yes","Yes","Yes","Sometimes","Rarely","Sometimes","Sometimes","Rarely","Sometimes","","","","","","","","Important","Slightly","Very important","Moderately","Not at all","","","","","","","","","Strongly agree","Disagree","Agree","Strongly agree","Agree","Often","Sometimes","Sometimes","Often","Often","Often","Rarely","Always","Sometimes","Often","Sometimes","Often","Often","Sometimes","Little amount","Pay enough","Little amount","Pay enough","Pay enough","Environment","Production","Important","Slightly","Very important","Moderately","Moderately","Not at all",7,8,9,9,"centre","Ordinary","5745000","17,232 ","332","0.914","Rome","Independent","right","Francesco Rocca","378","5"
